customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
5542-A233,Female,0,Yes,Yes,50,Yes,No,No,Yes,No internet service,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),71.15307898445997,3549.392784207595,No
9850-B917,Male,0,Yes,Yes,46,No,No phone service,No,No internet service,No internet service,No,No internet service,No,No,Two year,Yes,Bank transfer (automatic),86.42518902318164,3962.889527690717,No
3858-A776,Female,0,Yes,No,67,Yes,No,No,No,No internet service,No,Yes,No internet service,No,Month-to-month,Yes,Bank transfer (automatic),47.01171779175546,3154.7082633036575,No
1422-A115,Male,0,No,Yes,37,Yes,No phone service,Fiber optic,Yes,No,No,No internet service,No,No internet service,Month-to-month,Yes,Electronic check,43.59029719679755,1612.3573699156643,Yes
6869-A702,Female,0,No,No,35,No,Yes,DSL,No internet service,Yes,No,No internet service,No,No,Month-to-month,No,Mailed check,56.56720476844925,1977.7429764976525,Yes
6304-A278,Female,0,No,Yes,40,No,No phone service,No,No internet service,No,No,No,Yes,No,Two year,Yes,Credit card (automatic),68.5943385208644,2754.8715601910994,No
5347-A229,Female,0,Yes,No,68,No,Yes,DSL,No,No internet service,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),113.84019625624404,7752.021426261099,No
7897-C216,Male,0,Yes,No,12,No,Yes,No,No,Yes,Yes,Yes,Yes,No internet service,One year,Yes,Electronic check,94.84190090309247,1155.9139907445028,No
2041-B559,Female,0,Yes,No,57,No,Yes,No,No,Yes,No,No internet service,No internet service,Yes,Two year,No,Bank transfer (automatic),61.39677727723938,3493.1021869025803,No
6931-C707,Male,0,No,Yes,49,Yes,No,DSL,No,No,Yes,No internet service,No,Yes,Month-to-month,No,Mailed check,23.713800933238467,1166.2735815375859,Yes
2786-B615,Female,0,Yes,Yes,29,No,No phone service,DSL,No,Yes,No internet service,Yes,No,No,Two year,No,Mailed check,35.18631951044782,1020.5933505085602,No
4629-C144,Male,0,No,No,61,No,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Bank transfer (automatic),64.07040464410142,3911.6778416076395,No
9543-B569,Female,0,Yes,No,24,Yes,Yes,Fiber optic,No internet service,No internet service,No,Yes,Yes,Yes,Two year,No,Credit card (automatic),100.03950295991977,2389.6042592802255,No
1510-A590,Male,0,No,No,26,No,No,No,Yes,No internet service,No,No,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),56.50990133557306,1455.2327013805475,No
7580-B802,Male,0,No,Yes,50,No,No phone service,Fiber optic,Yes,Yes,Yes,Yes,No,No internet service,Month-to-month,No,Mailed check,72.3689133998785,3618.0435086316365,No
2768-B829,Female,0,Yes,Yes,56,Yes,No phone service,DSL,Yes,Yes,No,Yes,No,No,Two year,No,Mailed check,107.87639105155276,6032.652772987213,No
8267-A182,Male,0,Yes,Yes,46,No,No,No,Yes,No,No internet service,No internet service,No internet service,No,Month-to-month,No,Bank transfer (automatic),110.0865240723762,5073.3621835348185,No
6277-C251,Male,0,No,Yes,38,No,No,Fiber optic,Yes,No,No internet service,Yes,No internet service,No,One year,Yes,Credit card (automatic),39.935387142490285,1502.537937741045,No
2076-A381,Female,0,No,No,15,No,No phone service,No,No,Yes,No,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,22.631289640155735,325.28733572987323,No
9984-C432,Male,0,Yes,No,21,Yes,No,Fiber optic,No,No internet service,No internet service,No internet service,No internet service,Yes,Month-to-month,No,Credit card (automatic),48.943758362637254,1023.6523008628938,No
7240-C643,Male,0,Yes,Yes,53,No,No phone service,DSL,No internet service,Yes,No internet service,No,No internet service,No internet service,Month-to-month,Yes,Mailed check,88.1781326399909,4658.0602798601885,Yes
5831-B617,Male,1,No,Yes,20,Yes,No phone service,Fiber optic,Yes,Yes,Yes,Yes,Yes,No internet service,One year,No,Bank transfer (automatic),113.83677619811478,2293.495555283269,No
8048-A912,Female,0,Yes,No,71,No,Yes,No,No internet service,No internet service,No internet service,Yes,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),25.99171599840345,1843.582662147282,No
2874-C766,Male,1,No,Yes,15,Yes,Yes,No,No,No internet service,Yes,No internet service,No internet service,Yes,One year,Yes,Mailed check,21.112622960201787,310.66133734938654,No
4522-B562,Female,0,No,Yes,58,No,No phone service,No,No,No,No,No,No,No,Month-to-month,No,Mailed check,107.10679490506504,6216.873744750035,No
4743-B447,Male,0,Yes,Yes,30,Yes,No phone service,No,No,No,Yes,No,Yes,Yes,One year,Yes,Mailed check,93.43859954486568,2811.996471706178,No
8430-B525,Male,0,Yes,Yes,41,Yes,No phone service,DSL,Yes,No,No,Yes,No internet service,Yes,One year,No,Mailed check,117.97098220513531,4838.87985942139,No
2557-B537,Male,1,Yes,Yes,31,Yes,No phone service,Fiber optic,Yes,No,No,No internet service,No internet service,Yes,Month-to-month,No,Bank transfer (automatic),58.12768458729814,1801.2773072773218,No
6120-C361,Female,0,Yes,Yes,58,Yes,No phone service,DSL,No,No internet service,No,Yes,No internet service,Yes,Month-to-month,No,Credit card (automatic),60.06311596624532,3473.825996795187,No
7132-A803,Male,0,Yes,No,33,Yes,No phone service,DSL,No internet service,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),35.567339648393684,1180.0313015862039,Yes
8770-A193,Male,0,No,Yes,8,Yes,No,DSL,No internet service,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,29.892638836032518,253.3081415901221,No
2398-A542,Female,0,No,Yes,10,No,No phone service,No,No,No,Yes,Yes,No,Yes,One year,No,Credit card (automatic),76.41116006431892,761.9144030945163,No
2582-C856,Male,1,Yes,No,9,No,No,No,No internet service,No internet service,No,No internet service,No internet service,Yes,Month-to-month,No,Electronic check,54.86064263013067,485.2579286680658,No
7105-A669,Female,0,Yes,No,16,Yes,No,No,No,No internet service,No internet service,No,No,No,Month-to-month,Yes,Mailed check,26.32180301849713,422.963805970961,No
1982-C675,Female,0,Yes,No,67,Yes,No phone service,Fiber optic,No internet service,Yes,No internet service,Yes,No internet service,No,One year,No,Bank transfer (automatic),107.39220048709365,7195.30393157528,No
6400-C225,Male,0,No,Yes,47,Yes,No phone service,No,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),38.18482505905797,1782.5232539499843,No
7730-B994,Female,1,Yes,No,51,Yes,No,Fiber optic,No internet service,No internet service,No internet service,Yes,No internet service,No internet service,Two year,Yes,Mailed check,93.48272687385504,4762.592183574528,No
7929-C152,Male,1,Yes,Yes,24,No,No,No,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,46.61397390987017,1136.6202315166668,No
5712-C419,Female,0,No,Yes,20,Yes,No phone service,No,No,No,Yes,No,Yes,No,Two year,No,Mailed check,99.9469354906563,1985.463161142035,No
6761-A691,Female,0,No,Yes,64,No,No phone service,DSL,No,No,No,No,No internet service,No,Month-to-month,No,Bank transfer (automatic),30.148882563479233,1922.6222805284267,No
9313-A258,Male,1,Yes,No,62,No,No,DSL,No internet service,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),94.23519682728703,5833.095069546558,No
8900-A967,Female,0,Yes,No,50,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),28.1109468270015,1396.9443429281587,No
2773-B965,Female,0,Yes,No,35,Yes,No,Fiber optic,No,No,No internet service,Yes,Yes,No,Month-to-month,No,Electronic check,63.1650366796228,2206.321519845203,Yes
7022-A880,Female,1,No,No,65,No,Yes,Fiber optic,No,No internet service,No internet service,No internet service,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),92.01743723526026,5985.61724130653,No
5564-C331,Female,0,Yes,No,14,No,No,No,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),35.65844730928351,512.3038876361804,No
8030-C885,Female,0,Yes,Yes,38,Yes,Yes,Fiber optic,Yes,No internet service,No internet service,No,No internet service,No,One year,No,Bank transfer (automatic),46.95933137909566,1786.4878083449182,No
1430-C773,Male,0,Yes,Yes,69,Yes,No phone service,No,No internet service,No,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),105.15908270526586,7249.132888451709,No
5381-A284,Female,1,No,Yes,0,Yes,No phone service,Fiber optic,Yes,Yes,No internet service,Yes,No internet service,No internet service,One year,No,Credit card (automatic),107.20449175121843,15.399151458903244,No
5477-C880,Male,1,No,Yes,22,No,No,Fiber optic,No internet service,No,Yes,Yes,No internet service,Yes,Month-to-month,Yes,Bank transfer (automatic),22.766012971498988,480.16665016293604,Yes
6062-B459,Female,1,Yes,No,38,No,No phone service,Fiber optic,Yes,No,No,Yes,No internet service,Yes,Two year,Yes,Credit card (automatic),35.143103827974016,1342.1727269911341,Yes
1100-A990,Male,0,Yes,No,56,Yes,No phone service,DSL,No internet service,No internet service,No internet service,No internet service,No,No,Month-to-month,No,Credit card (automatic),30.055929997422332,1672.8644936653625,Yes
3347-C773,Male,1,No,Yes,33,No,No phone service,Fiber optic,Yes,No internet service,Yes,No internet service,No internet service,No,Month-to-month,No,Electronic check,36.30915601245595,,No
7566-A245,Female,1,No,No,40,No,No phone service,DSL,Yes,No internet service,No internet service,No,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),115.75386629278039,4635.785650986722,No
1502-A864,Female,0,No,No,72,Yes,Yes,DSL,No internet service,No,No,No internet service,No internet service,Yes,Month-to-month,No,Mailed check,73.69135250344087,5289.723619150577,No
9691-A485,Female,0,No,Yes,12,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No internet service,Month-to-month,No,Electronic check,65.29529524072015,784.960081071152,Yes
7878-B449,Male,0,No,Yes,69,No,No,No,No,Yes,No internet service,No,No,No internet service,Month-to-month,Yes,Mailed check,117.18897099580792,8088.223769389881,No
3578-B419,Female,0,No,No,5,No,No,No,Yes,No,No internet service,No internet service,No,No,One year,Yes,Credit card (automatic),74.22409105100391,385.7438320766532,No
6314-C710,Male,0,No,No,51,Yes,No,No,No internet service,Yes,No,No,No internet service,Yes,Two year,No,Credit card (automatic),84.69235169822522,4346.461429781712,No
2391-A259,Male,0,No,Yes,2,Yes,No phone service,Fiber optic,No,No internet service,No,Yes,No internet service,No,Month-to-month,Yes,Mailed check,51.69343987794261,87.85718169850968,Yes
3579-C150,Male,0,No,Yes,62,Yes,No phone service,No,No internet service,No internet service,Yes,No,No internet service,No internet service,Two year,No,Credit card (automatic),56.65254388320662,3526.6292575971356,No
2336-B553,Female,0,Yes,Yes,48,Yes,Yes,DSL,No,No internet service,No internet service,Yes,Yes,No internet service,Two year,Yes,Credit card (automatic),77.98814307281184,3743.0520651535703,No
7947-B721,Female,0,Yes,No,46,Yes,Yes,No,No internet service,Yes,No internet service,No internet service,No,No,Two year,Yes,Electronic check,25.26347129204671,1154.0339670428275,No
8242-B379,Male,0,Yes,Yes,54,No,No,Fiber optic,Yes,No,No,No internet service,Yes,No,Month-to-month,No,Mailed check,43.966230047499906,2377.8669542675466,Yes
4531-C216,Male,0,No,Yes,63,No,Yes,No,No internet service,No internet service,No,No,Yes,No,Month-to-month,No,Electronic check,38.02958082076086,2382.8406777510713,No
6655-B213,Female,0,Yes,No,64,No,Yes,DSL,No,No,Yes,Yes,No internet service,No,Month-to-month,No,Mailed check,19.84728601057036,1257.8001783384627,No
5640-C794,Male,0,No,No,66,No,Yes,Fiber optic,Yes,No,No internet service,No,No internet service,No,One year,Yes,Electronic check,72.20857768730241,4748.414540979643,No
8972-C783,Female,0,No,No,14,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),74.63581037214985,1050.36223531133,No
6053-A325,Male,0,Yes,No,31,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),56.835891915244524,1765.1827676227733,Yes
7475-C156,Female,0,No,No,67,Yes,No,Fiber optic,Yes,No,Yes,No,No internet service,Yes,Month-to-month,No,Mailed check,45.257110681211486,3024.0825786905657,Yes
1125-A408,Male,1,Yes,Yes,17,No,No,Fiber optic,No internet service,No internet service,No,Yes,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),83.7820175374598,1439.530316273733,No
4460-A882,Female,0,Yes,Yes,42,No,Yes,No,No,No,No,No internet service,Yes,No internet service,One year,No,Electronic check,31.783245719137916,1328.2667633054446,No
5186-B435,Male,0,Yes,No,34,No,No,Fiber optic,No internet service,No,Yes,No,No internet service,Yes,Month-to-month,No,Mailed check,70.37081067935108,2405.4374590393923,Yes
2965-A609,Female,0,No,No,57,Yes,No phone service,No,No internet service,No,Yes,Yes,No internet service,Yes,One year,Yes,Bank transfer (automatic),95.4414355739673,5441.382636486472,No
8055-A232,Female,1,Yes,No,32,No,Yes,DSL,Yes,No,No internet service,No,Yes,No internet service,One year,Yes,Bank transfer (automatic),34.761947387223465,1105.618633161038,No
7229-C820,Male,0,No,No,13,Yes,No phone service,No,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,93.95258362887978,1220.2337731429548,No
4770-C672,Male,1,Yes,No,33,Yes,No,DSL,No,Yes,Yes,Yes,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),94.7098481699165,3112.8875642182825,No
6802-A506,Female,0,Yes,Yes,60,Yes,No,No,Yes,Yes,No internet service,No,Yes,No internet service,One year,No,Bank transfer (automatic),24.272628147160717,1458.5250224600857,No
1693-B119,Male,1,Yes,Yes,3,Yes,No phone service,Fiber optic,No,No internet service,Yes,No internet service,No internet service,Yes,Month-to-month,No,Mailed check,20.137824771761775,60.71897510892244,Yes
8532-A982,Female,0,No,Yes,58,Yes,No,No,No internet service,Yes,No,No internet service,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),116.13050830181358,6740.843956116359,No
6129-C539,Male,1,No,Yes,28,Yes,Yes,Fiber optic,No internet service,Yes,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),37.6849572796319,1063.9703277605406,No
7626-C755,Female,0,No,No,5,No,No phone service,DSL,No,Yes,No internet service,No internet service,Yes,Yes,One year,Yes,Bank transfer (automatic),100.87499051456035,505.53111034133383,No
7843-B217,Female,0,Yes,Yes,48,Yes,Yes,No,No internet service,No,Yes,Yes,No,No internet service,One year,No,Bank transfer (automatic),74.7159906310525,3571.6043337427454,No
7636-A432,Female,0,Yes,No,39,Yes,No phone service,Fiber optic,Yes,No,No,No internet service,No,No internet service,Month-to-month,No,Credit card (automatic),44.82945183246818,1757.6722547909894,Yes
3815-C571,Female,0,No,No,64,No,No,DSL,No internet service,No internet service,No,No,No internet service,No,Month-to-month,No,Mailed check,31.312028880190667,2004.1164879999994,No
6928-A547,Female,0,No,No,68,Yes,No phone service,DSL,Yes,No internet service,No,No internet service,No,No internet service,Month-to-month,Yes,Credit card (automatic),68.16606599456162,4616.351861519556,No
2734-A546,Female,1,No,Yes,26,No,No phone service,No,No,No internet service,No,Yes,Yes,No internet service,Two year,Yes,Credit card (automatic),59.18915856875971,1542.0142708273988,No
7560-C180,Male,1,No,No,5,No,Yes,DSL,No,No,Yes,Yes,No,No internet service,Month-to-month,Yes,Electronic check,88.48805155426531,446.29149751040944,Yes
7484-B863,Male,0,No,Yes,12,No,No,Fiber optic,No internet service,Yes,Yes,No internet service,Yes,No internet service,Two year,Yes,Credit card (automatic),109.11893922954654,1305.8424743452554,No
6562-A441,Male,0,No,Yes,63,Yes,Yes,DSL,No internet service,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),99.17743273982556,6246.199894040639,No
3754-A622,Female,0,Yes,No,61,Yes,No,DSL,Yes,No,Yes,Yes,No,No internet service,One year,No,Electronic check,45.83243104558359,2789.825642666632,No
2868-C622,Female,0,No,No,18,No,Yes,Fiber optic,Yes,No internet service,No,Yes,No,No internet service,Month-to-month,No,Bank transfer (automatic),106.58278845445673,1922.6514589753774,Yes
4176-B459,Female,0,Yes,No,42,Yes,No phone service,DSL,No internet service,No internet service,No internet service,Yes,Yes,No internet service,One year,No,Bank transfer (automatic),102.00582706751271,4285.644650685463,No
3419-A205,Female,0,Yes,Yes,19,Yes,Yes,DSL,No internet service,No internet service,No internet service,Yes,No,Yes,Month-to-month,No,Credit card (automatic),111.6281914890377,2111.8533512888052,No
3399-B302,Male,0,No,No,67,No,No,DSL,No,No,No,Yes,Yes,No,One year,No,Electronic check,64.34541251431776,4327.322344247172,No
3842-C256,Male,0,No,Yes,43,No,No,DSL,No,No internet service,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),95.49180482714455,4099.489576873956,No
2234-A891,Female,0,Yes,No,22,Yes,No phone service,Fiber optic,No,No internet service,No internet service,No internet service,No internet service,Yes,Month-to-month,No,Electronic check,77.71163558512887,1682.5907982946867,No
9095-B872,Male,0,No,No,1,No,No,DSL,No internet service,No,No internet service,No,No,No,Month-to-month,Yes,Mailed check,49.45552663122308,44.74878426863171,No
8354-C678,Male,0,No,Yes,21,No,Yes,Fiber optic,No internet service,Yes,No,No,No internet service,Yes,Two year,No,Mailed check,118.19031575554772,2492.3060065468653,No
6295-C423,Female,0,Yes,Yes,56,No,No phone service,DSL,No internet service,No,No,Yes,No internet service,Yes,One year,Yes,Mailed check,22.099900417385967,1235.5291030081146,No
3473-B169,Male,1,Yes,Yes,71,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Mailed check,34.558393542187005,2437.2981437144344,No
8682-B746,Female,0,Yes,Yes,6,Yes,No,DSL,No internet service,No,Yes,Yes,No,No,One year,Yes,Credit card (automatic),107.95050743445543,637.422130168234,No
5961-B705,Male,0,No,Yes,55,Yes,Yes,DSL,Yes,No,No internet service,No,Yes,No internet service,One year,Yes,Mailed check,24.33656576296967,1327.7012528055914,No
1920-B619,Female,0,Yes,Yes,66,No,Yes,Fiber optic,No internet service,Yes,No,Yes,Yes,No,Two year,Yes,Mailed check,107.37547706802393,7081.0286240387195,No
2215-B572,Female,0,No,No,15,Yes,No phone service,Fiber optic,No internet service,No internet service,No internet service,Yes,No,No,Two year,Yes,Electronic check,90.12975834384919,1349.329325393136,No
8404-A158,Female,1,Yes,No,50,No,No,Fiber optic,No internet service,No,Yes,No,Yes,No,One year,No,Bank transfer (automatic),21.936742542151503,1101.7756731969146,No
7041-B178,Female,0,Yes,Yes,71,Yes,Yes,No,No internet service,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,61.39666430684475,4360.44755283559,No
2479-C708,Male,0,Yes,No,11,Yes,No phone service,DSL,No internet service,No internet service,No internet service,No internet service,No,No internet service,One year,Yes,Credit card (automatic),94.07438323772483,1036.5822534356942,No
9307-B573,Female,0,No,Yes,52,No,No,DSL,Yes,No internet service,Yes,No internet service,Yes,No,One year,No,Mailed check,76.85157860539536,4014.0756187381685,No
1672-B929,Female,1,No,No,4,Yes,No,Fiber optic,Yes,No internet service,No,No internet service,Yes,No,Two year,Yes,Bank transfer (automatic),112.30506484242802,457.82855277286126,No
4084-B719,Female,1,Yes,No,26,No,No phone service,No,No internet service,No,No internet service,No,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),105.44822530765599,2749.381904635429,Yes
8792-C254,Male,0,Yes,Yes,11,Yes,No phone service,DSL,No,No,No,No,Yes,No internet service,Month-to-month,No,Mailed check,51.68108735108167,550.36034140092,Yes
2013-B205,Female,0,Yes,Yes,16,Yes,Yes,Fiber optic,No internet service,No internet service,No,Yes,No,No internet service,Month-to-month,Yes,Mailed check,26.75503314976908,420.56247442139886,Yes
6626-C186,Male,0,No,Yes,5,No,No,DSL,No internet service,No internet service,Yes,No internet service,No internet service,Yes,One year,Yes,Credit card (automatic),113.14783248438796,549.7689224641911,No
9266-C276,Female,1,Yes,No,4,No,No,DSL,No internet service,No internet service,No,Yes,No,No internet service,Two year,No,Credit card (automatic),70.23732016067663,,No
1641-A824,Male,0,No,Yes,56,No,No,Fiber optic,No,No internet service,No internet service,Yes,No internet service,Yes,Month-to-month,Yes,Mailed check,25.726961249380828,1448.6584970922074,No
8172-B636,Male,1,Yes,No,27,Yes,No phone service,Fiber optic,No,No internet service,No,Yes,Yes,No,One year,No,Mailed check,100.31584914260759,2704.599641311229,No
9564-C262,Female,0,Yes,Yes,68,Yes,Yes,DSL,No,No internet service,No,Yes,Yes,Yes,One year,Yes,Mailed check,105.53490030388181,7187.097636615563,No
6962-B389,Male,0,Yes,No,58,Yes,No,DSL,Yes,Yes,No,No internet service,Yes,No internet service,One year,No,Mailed check,82.51217633774539,4792.63757960986,No
7347-B893,Female,0,Yes,No,32,No,No phone service,Fiber optic,No,No internet service,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),63.22465105147716,2023.6933613809895,No
6543-C712,Female,0,Yes,Yes,61,No,No,DSL,Yes,No,No,No,No internet service,No internet service,Two year,Yes,Credit card (automatic),84.79838773851905,5183.662116143866,No
1857-C762,Female,0,Yes,No,49,No,Yes,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,No,Mailed check,89.27171141836492,4387.958019597579,No
6482-A437,Male,0,No,No,18,Yes,No,Fiber optic,No,No,No internet service,No,No internet service,No,One year,No,Mailed check,107.99951078763978,1948.535066881774,No
2548-C794,Male,0,Yes,Yes,68,Yes,Yes,DSL,No,No internet service,Yes,No internet service,Yes,Yes,Month-to-month,No,Bank transfer (automatic),114.31409887766118,7775.658394817181,No
7333-B358,Female,0,No,No,65,No,Yes,DSL,No,No,No internet service,Yes,No,No,Month-to-month,No,Electronic check,69.93925370528659,4552.385178936378,No
3463-B183,Female,0,Yes,Yes,46,Yes,No,No,Yes,Yes,No internet service,No internet service,Yes,No internet service,Two year,Yes,Mailed check,98.49870061941954,4516.874361619574,No
3317-B417,Male,0,Yes,Yes,38,No,No,Fiber optic,No internet service,No internet service,No internet service,Yes,No,No,Month-to-month,No,Bank transfer (automatic),115.18321037716132,,Yes
7421-A709,Female,1,No,Yes,67,Yes,Yes,No,No,No,No internet service,No internet service,Yes,No internet service,Month-to-month,No,Bank transfer (automatic),33.44995548377008,2240.9071123154317,No
2388-B672,Female,1,Yes,Yes,32,Yes,No phone service,No,No,Yes,No internet service,No internet service,No,No internet service,One year,Yes,Electronic check,20.085932151772507,639.0623857481546,No
7171-C910,Female,1,No,No,12,No,Yes,No,No,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),105.58085917125354,1259.0753521077288,No
6381-A786,Male,1,No,No,53,Yes,No,DSL,Yes,No,Yes,No internet service,No internet service,No,Month-to-month,No,Credit card (automatic),37.874969991339654,2017.3538617573613,Yes
9624-A761,Male,0,Yes,No,6,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),22.519116046495995,136.81527819441513,Yes
7937-C470,Male,0,No,Yes,13,No,No phone service,No,No internet service,No,No,No,No internet service,Yes,Month-to-month,No,Mailed check,34.33966183457318,449.0255111713754,Yes
1298-B416,Female,0,No,No,18,No,Yes,No,No,Yes,No internet service,No,No internet service,No,Month-to-month,Yes,Credit card (automatic),56.853548579998815,1037.609675152645,No
3953-A449,Female,0,Yes,No,53,Yes,Yes,No,Yes,No internet service,Yes,No,Yes,No,Month-to-month,No,Mailed check,40.286203010054294,2133.215475980309,No
8967-A331,Female,0,No,Yes,19,No,Yes,DSL,No internet service,No internet service,No,No internet service,No,No,Two year,Yes,Mailed check,48.927989724594525,925.744012335188,No
3253-A179,Male,0,Yes,Yes,28,Yes,No,No,No,No internet service,No,No,No internet service,No,Month-to-month,No,Bank transfer (automatic),116.26705216871966,3269.090391968543,Yes
5846-A619,Female,0,Yes,No,23,No,Yes,No,Yes,No internet service,Yes,Yes,Yes,No internet service,Month-to-month,No,Credit card (automatic),89.0427571883388,2033.0760215346368,No
9843-C639,Female,0,Yes,Yes,62,Yes,No phone service,Fiber optic,No,No internet service,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),89.825268689447,5569.678569945513,Yes
1618-C444,Female,0,Yes,Yes,56,Yes,No,Fiber optic,No,No,No internet service,No,No internet service,No,Month-to-month,Yes,Credit card (automatic),27.765880160156243,1547.5128646341755,No
3147-C485,Female,0,No,Yes,7,No,No,DSL,Yes,No internet service,No internet service,No internet service,No internet service,No,One year,No,Mailed check,91.82588616718051,645.7079943584819,No
3527-A285,Male,0,Yes,Yes,61,Yes,Yes,Fiber optic,Yes,No internet service,Yes,Yes,No internet service,No,One year,No,Mailed check,92.55410546200814,5651.5200825297115,No
3712-C548,Male,0,Yes,No,28,Yes,No phone service,Fiber optic,Yes,No internet service,No internet service,No internet service,No,No internet service,Month-to-month,Yes,Credit card (automatic),84.55437434986653,2373.7983891191034,No
1715-B473,Female,1,No,Yes,16,No,No,Fiber optic,No,No internet service,No,No internet service,No internet service,Yes,Month-to-month,Yes,Mailed check,41.207847747786445,669.5879547835679,Yes
4891-B725,Male,0,Yes,Yes,65,No,No,DSL,No,Yes,No internet service,Yes,No,Yes,Month-to-month,Yes,Mailed check,60.765135997759586,3947.208566586264,No
5668-C902,Male,0,Yes,Yes,5,Yes,Yes,Fiber optic,No internet service,No internet service,No internet service,No internet service,No internet service,Yes,One year,Yes,Electronic check,103.30078369429734,514.6017056501139,No
8355-A646,Female,1,No,Yes,57,No,Yes,DSL,No,No internet service,No,Yes,Yes,Yes,One year,Yes,Electronic check,85.60526374873295,4884.7660558212965,No
4918-B928,Female,1,No,Yes,68,No,No phone service,No,Yes,No,No internet service,No,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),91.89326791749018,6257.617235322394,No
8684-A476,Male,1,No,Yes,27,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No internet service,Month-to-month,Yes,Credit card (automatic),77.2811272126438,2073.587396569999,Yes
8218-B887,Female,0,No,Yes,61,Yes,No phone service,DSL,No internet service,No,No internet service,Yes,Yes,Yes,One year,Yes,Electronic check,63.43345321073373,3872.5818576015545,No
5616-B614,Male,0,No,Yes,40,No,No,Fiber optic,No internet service,No internet service,Yes,Yes,Yes,No internet service,Two year,Yes,Mailed check,94.53472701174438,3777.4366372154936,No
9641-B265,Female,0,No,No,68,No,No phone service,No,Yes,No,No internet service,No internet service,No,No internet service,Two year,No,Mailed check,25.076544343813648,1706.0765410831716,No
4271-C241,Male,0,No,Yes,40,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),85.90265364441655,3432.5392592437847,Yes
5096-A756,Female,0,Yes,No,48,Yes,No phone service,DSL,No internet service,No internet service,Yes,Yes,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),118.46905303899325,5679.287079808753,Yes
8873-B667,Male,0,No,Yes,48,Yes,No,DSL,No internet service,Yes,Yes,Yes,No,Yes,Month-to-month,No,Credit card (automatic),96.65928891153717,4629.4606351255525,Yes
2680-C966,Male,0,No,Yes,70,Yes,Yes,No,No internet service,Yes,Yes,No,Yes,No,One year,No,Credit card (automatic),47.451632913534254,3320.104063797695,No
9452-A391,Male,0,No,Yes,2,Yes,No,No,Yes,No,Yes,Yes,No,No internet service,Two year,No,Bank transfer (automatic),46.17085921789075,95.92577635334045,No
2374-A379,Female,0,Yes,Yes,9,Yes,Yes,No,No internet service,No internet service,No,No internet service,No,Yes,Month-to-month,No,Bank transfer (automatic),85.30547036464262,761.7191552810463,Yes
8361-C250,Male,0,Yes,No,34,Yes,No phone service,DSL,No internet service,No,No,Yes,No,No,Month-to-month,No,Mailed check,108.2833528293573,3693.5321158668166,Yes
